-0.062468,0.352546,1.445193
-0.078029,0.339113,1.420355
-0.073492,0.335194,1.402484
-0.070658,0.334037,1.393837
-0.080502,0.331013,1.386769
-0.080067,0.334544,1.393465
-0.081412,0.330875,1.398787
-0.075533,0.328565,1.429376
-0.077603,0.319684,1.478096
-0.063689,0.309781,1.531137
-0.058346,0.287559,1.584143
-0.048281,0.273770,1.623602
-0.057583,0.264689,1.669151
-0.063283,0.256428,1.718446
-0.077964,0.251503,1.758799
-0.091520,0.252741,1.781736
-0.106748,0.264644,1.786927
-0.105763,0.281424,1.787103
-0.102385,0.291005,1.786009
-0.110405,0.300173,1.783202
-0.096214,0.294460,1.789492
-0.093967,0.287841,1.800539
-0.087537,0.267949,1.816697
-0.093437,0.250855,1.837922
-0.094023,0.236482,1.851338
-0.113782,0.223962,1.867193
-0.123496,0.217778,1.873845
-0.119113,0.200491,1.871428
-0.086565,0.206869,1.871609
-0.067006,0.204729,1.870986
-0.057325,0.192758,1.869624
-0.034132,0.196849,1.869345
-0.025294,0.181379,1.872545
-0.020463,0.182373,1.876415
-0.027130,0.186671,1.878688
-0.021116,0.184640,1.878455
-0.020671,0.188607,1.879617
-0.028765,0.203480,1.879434
-0.015999,0.213506,1.878103
-0.007642,0.233021,1.877255
0.014441,0.260748,1.877281
0.016907,0.285440,1.877598
0.001973,0.304695,1.879965
0.008773,0.335576,1.885914
0.017556,0.358009,1.890337
0.026115,0.370109,1.893676
0.031112,0.386671,1.892730
0.018311,0.397548,1.890324
0.005113,0.409248,1.877592
-0.002532,0.411128,1.866147
0.002994,0.427674,1.859357
-0.000102,0.415871,1.858559
-0.001137,0.427342,1.859569
0.000472,0.404181,1.869341
0.003670,0.397203,1.877787
-0.004767,0.412523,1.883672
0.002251,0.432484,1.888594
0.020162,0.451972,1.891199
0.030673,0.467341,1.884646
0.034342,0.473033,1.874688
0.045123,0.472794,1.871303
0.055797,0.474784,1.869604
0.055724,0.472921,1.871795
0.046078,0.467876,1.879493
0.028950,0.463299,1.888552
0.010649,0.462308,1.898060
-0.003569,0.463556,1.904803
-0.014810,0.465529,1.908329
-0.020173,0.466262,1.910940
-0.023167,0.462725,1.913345
-0.021976,0.466233,1.915859
-0.027309,0.468432,1.917428
-0.026560,0.472731,1.916567
-0.024451,0.473086,1.914931
-0.018045,0.493973,1.911321
-0.038377,0.494061,1.909869
-0.033956,0.502489,1.909040
-0.044891,0.520901,1.910508
-0.046727,0.539139,1.910847
-0.052777,0.566626,1.911862
-0.062386,0.585766,1.916177
-0.065325,0.605338,1.923079
-0.066705,0.609441,1.933169
-0.067699,0.608008,1.937947
-0.065241,0.595294,1.938529
-0.051565,0.586551,1.938194
-0.030168,0.575485,1.937933
-0.006283,0.569002,1.936126
0.029785,0.562929,1.932755
0.054031,0.564114,1.928062
0.099022,0.550107,1.926293
0.113681,0.551222,1.926759
0.142723,0.541136,1.927779
0.156023,0.534925,1.929562
0.173758,0.536663,1.931412
0.176906,0.523139,1.934163
0.185195,0.506276,1.931248
0.199665,0.486605,1.919107
0.224015,0.455066,1.901620
0.234621,0.428313,1.877779
0.233575,0.405708,1.855946
0.248773,0.393478,1.839239
0.234119,0.391051,1.826010
0.246317,0.380066,1.819404
0.229235,0.378304,1.823126
0.218442,0.377166,1.835200
0.201267,0.365945,1.859552
0.193291,0.350255,1.886052
0.179094,0.340489,1.914537
0.162255,0.336805,1.934350
0.148124,0.345202,1.941239
0.124429,0.361353,1.939243
0.107059,0.356845,1.938094
0.079039,0.374678,1.933165
0.063886,0.382713,1.925208
0.045217,0.384821,1.917522
0.025829,0.378451,1.909553
0.018681,0.364529,1.903581
-0.005115,0.363764,1.902122
-0.019796,0.349554,1.898988
-0.027328,0.334357,1.898044
-0.045861,0.304282,1.895708
-0.080483,0.284311,1.894472
-0.108040,0.273930,1.890644
-0.136488,0.261528,1.882992
-0.172340,0.245327,1.870943
-0.205074,0.220376,1.853808
-0.232525,0.200795,1.838331
-0.260290,0.186234,1.821938
-0.279776,0.179556,1.814013
-0.304308,0.172912,1.811565
-0.326616,0.174172,1.814249
-0.344471,0.175597,1.816998
-0.356192,0.177855,1.822470
-0.362844,0.174764,1.828633
-0.366039,0.163893,1.836371
-0.383296,0.161348,1.847070
-0.393752,0.133102,1.860148
-0.427692,0.118871,1.870922
-0.458684,0.099067,1.880924
-0.398053,0.059873,1.901387
-0.472144,0.044927,1.916648
-0.517151,0.051438,1.926178
-0.544999,0.058627,1.931246
-0.573218,0.069157,1.931307
-0.596238,0.076256,1.925737
-0.613277,0.080905,1.916959
-0.623793,0.079821,1.906265
-0.627671,0.078294,1.898342
-0.643700,0.055012,1.896156
-0.653273,0.050743,1.897232
-0.667357,0.036071,1.899043
-0.692771,0.013205,1.900988
-0.709530,0.000912,1.901303
-0.727328,-0.011853,1.903292
-0.742230,-0.023159,1.910012
-0.750135,-0.035093,1.917628
-0.748155,-0.047491,1.921550
-0.743774,-0.049717,1.919846
-0.724141,-0.054089,1.913513
-0.719804,-0.053312,1.907155
-0.700202,-0.065768,1.899843
-0.681033,-0.064792,1.897832
-0.669821,-0.068295,1.899621
-0.662325,-0.057109,1.902822
-0.660733,-0.041801,1.905691
-0.663515,-0.033016,1.914828
-0.658599,-0.035782,1.925657
-0.656790,-0.042956,1.930822
-0.656759,-0.056729,1.929449
-0.653557,-0.071435,1.920792
-0.639631,-0.082600,1.907418
-0.648725,-0.083096,1.900281
-0.648512,-0.084880,1.889327
-0.647711,-0.085414,1.873966
-0.645519,-0.086515,1.853172
-0.653522,-0.087208,1.827973
-0.674285,-0.083618,1.806435
-0.684163,-0.080227,1.789821
-0.681370,-0.057077,1.776196
-0.695870,-0.058767,1.763788
-0.681004,-0.054639,1.761753
-0.665010,-0.045536,1.763222
-0.625286,-0.042270,1.771785
-0.573909,-0.035606,1.785272
-0.506945,-0.024943,1.806203
-0.436220,-0.004044,1.834543
-0.375763,0.023298,1.861460
-0.319828,0.057253,1.883671
-0.303082,0.080087,1.901609
-0.277634,0.100605,1.910379
-0.256667,0.112709,1.911028
-0.242645,0.126002,1.911290
-0.224011,0.147608,1.910975
-0.221774,0.161300,1.910016
-0.231208,0.162716,1.903576
-0.195709,0.168678,1.894330
-0.168453,0.147536,1.878928
-0.098494,0.143220,1.866156
-0.035651,0.131199,1.851007
0.027966,0.109690,1.837534
0.057418,0.105935,1.832872
0.072230,0.092165,1.832303
0.119174,0.092255,1.836897
0.150657,0.079140,1.845932
0.176036,0.074344,1.857838
0.208686,0.060023,1.870327
0.240283,0.060776,1.880362
0.258516,0.042278,1.893211
0.266187,0.055887,1.903867
0.270931,0.072332,1.916268
0.273671,0.088566,1.926704
0.262105,0.094879,1.933350
0.275002,0.133119,1.940125
0.233185,0.101858,1.934328
0.263162,0.092197,1.939665
0.289741,0.091390,1.943440
0.321532,0.104412,1.948522
0.357344,0.134460,1.948477
0.389509,0.163522,1.944157
0.432926,0.174475,1.940790
0.450562,0.184686,1.937131
0.491087,0.188590,1.931571
0.533066,0.170981,1.926685
0.546790,0.169729,1.924349
0.560792,0.170073,1.923514
0.578997,0.179273,1.920775
0.597169,0.187096,1.920340
0.607566,0.198429,1.917759
0.616982,0.216510,1.915225
0.624758,0.233580,1.911382
0.624836,0.238259,1.907887
0.615337,0.236873,1.903278
0.602189,0.234676,1.901657
0.593986,0.242210,1.902084
0.581096,0.249322,1.902899
0.572701,0.254403,1.909626
0.565380,0.261689,1.914007
0.564546,0.269220,1.914753
0.545348,0.280498,1.914042
0.554442,0.276846,1.914194
0.541165,0.276415,1.916350
0.530074,0.285577,1.914253
0.522630,0.294051,1.914839
0.524899,0.298884,1.915136
0.521752,0.318197,1.915240
0.523802,0.323505,1.915711
0.526729,0.335847,1.915486
0.520076,0.333324,1.915833
0.511858,0.330645,1.915068
0.506810,0.326211,1.915313
0.486999,0.326950,1.913502
0.460073,0.327494,1.908292
0.436358,0.331997,1.902259
0.404803,0.334343,1.900637
0.383688,0.342859,1.897784
0.364229,0.342553,1.894926
0.335559,0.334596,1.891449
0.319745,0.324842,1.886895
0.295166,0.317306,1.877196
0.274725,0.313483,1.864166
0.268396,0.313825,1.847849
0.237879,0.318812,1.838642
0.200481,0.324654,1.829684
0.163636,0.325898,1.828640
0.139787,0.321028,1.834615
0.107035,0.317837,1.848618
0.089727,0.315684,1.872594
0.074253,0.315555,1.900875
0.061571,0.314271,1.922931
0.053920,0.312261,1.933651
0.057201,0.309625,1.938161
0.068453,0.300323,1.939523
0.090338,0.284089,1.939173
0.105983,0.273387,1.934765
0.123652,0.269582,1.930888
0.135507,0.270085,1.926595
0.154934,0.273595,1.924352
0.153069,0.278681,1.925167
0.159374,0.282625,1.927088
0.161717,0.289396,1.929697
0.164870,0.292159,1.933861
0.174967,0.299641,1.937568
0.181191,0.305245,1.936176
0.178815,0.305462,1.928217
0.183396,0.294247,1.919058
0.170182,0.299991,1.911609
0.165388,0.295902,1.903608
0.157114,0.304007,1.897136
0.151856,0.306575,1.891082
0.140360,0.308191,1.883467
0.136911,0.309831,1.877735
0.135617,0.307793,1.877396
0.134734,0.304541,1.877906
0.134878,0.300281,1.877394
0.133915,0.299403,1.878986
0.134710,0.300704,1.879776
